Time,Mean,StandardDev,RMS,AbsMean,Skewness,Kurtosis,Variance,MaxValue,MinValue,Peak2Peak,WaveformIndex,PeakIndex,PulseIndex,MarginIndex,SkewnessIndex,KurtosisIndex,CustomFeature1,CustomFeature2,SpectralKurtosisMean,SpectralKurtosisStandardDeviation,SpectralKurtosisSkewness,SpectralKurtosisKurtosis,SpectralEntropyMean,SpectralEntropyStandardDeviation,SpectralEntropySkewness,SpectralEntropyKurtosis,SquareRootAmplitude,CustomFeature3
10,-0.000670168816504844,0.313379097804778,0.313257377041837,0.237808327101366,-0.65863680845422,4.97488204053873,0.0982064589409366,1.65871753874447,0.00045616580595402,1.65826137293852,1.3177801703773,5.2930062992835,6.97501874287792,5.29506297475938,-21.4010913206365,515.825352888628,5.54135419242739,0.313135703556919,0.114352012125329,0.535675112862342,1.66173377533214,5.7155847480911,0.790842450647415,0.0364783832751254,-0.275901621582081,2.26089789306711,0.197463135153565,0.63010946338411
20,0.00478727392866841,0.263457080368356,0.263397655479224,0.208170760055513,0.0198090665397064,3.13666886387977,0.0694096331962185,0.887722940120035,0.000127378866497781,0.887595561253537,1.26558158455155,3.36951635112198,4.26439784282531,3.37027654443209,1.08326419032087,651.072233559825,6.07953578213413,0.26333824399386,0.186322529166359,0.418905929569441,0.57722669389081,3.05622428153057,0.793760341118281,0.0447409508726635,-0.434004648995161,2.2679843263212,0.1755433575794,0.666307230513455
30,-0.0110658317240074,0.276448558408615,0.276562021940723,0.222817558998892,0.198045433471946,2.91371142426759,0.0764238054462016,0.891011522089444,6.48139620195165e-05,0.890946708127424,1.24069467258633,3.22306445444527,3.9988388980326,3.22174214607246,9.37393298054084,498.872102629218,5.56820870922697,0.276675532041976,0.051095327200076,0.378850432078074,1.06973300399541,4.66349254022164,0.790672321498468,0.0415269220923756,-0.066971253540603,2.2233367695693,0.189907910328625,0.686955690497487
40,0.0302670744718636,0.261548421060414,0.263192380089345,0.208912917337671,-0.0969063468317333,3.10429811948124,0.0684075765591955,1.05647417767961,5.66259015792685e-05,1.05641755177803,1.25194949356658,4.03930627222399,5.05700744187113,4.01407585326359,-5.4162152310104,663.368753933029,5.99268589765095,0.264846672200302,0.0924191126064018,0.383828629201459,0.867999686654526,3.36288268506155,0.815857892323425,0.0336233270996782,-1.3118186489119,4.84184109069932,0.177093821713969,0.677097651731047
50,0.00362627271993522,0.26345992342883,0.2633819539389,0.204034455542573,-0.300696365633838,4.45200058967336,0.0694111312531252,1.25341949594036,0.000109702983724792,1.25330979295664,1.29125212076672,4.75753382004968,6.14317563475855,4.75894220236186,-16.4431301847895,924.053184653284,6.32859836017889,0.263304007523605,0.243645903342483,0.578189417259613,1.90066418128974,8.80833985593656,0.80561000481979,0.0329903319219222,-0.710971271918836,3.59530236770118,0.171691557081961,0.651679977916415
60,0.00661690174370002,0.246278670958804,0.246271358176506,0.195272763019002,-0.237808486185422,3.12152585745748,0.0606531837692347,0.790791832966818,4.21383464210938e-05,0.790749694620397,1.26120339135488,3.21096353934401,4.04967810533753,3.21105888570301,-15.9201422729769,848.515405630255,6.45867540283715,0.246264045611347,0.129939523200496,0.487642803293395,1.66698471362908,5.87659801593498,0.821518305821762,0.0284581510059662,0.250219489881308,2.49829123838045,0.16414899121234,0.666517285371406
70,-0.0119894223015771,0.32284857332916,0.322945067963243,0.252029466216474,0.0564104329120051,3.58018744917945,0.104231201300674,1.24403662486327,0.000220546035620259,1.24381607882765,1.28099534620233,3.85331306263792,4.93607610069981,3.85216170882927,1.67634273981952,329.541625346453,5.08272054626362,0.323041591438136,0.275715197186414,0.559126147940142,1.13787839480203,3.77434139979632,0.802545946865576,0.0347904036832364,-0.576280096179402,3.11627424195123,0.210982803408584,0.653503905044291
80,-0.0100290664455579,0.258764253712467,0.258857508104451,0.206516129997558,0.0741409710287945,2.91854225103571,0.0669589389993699,0.869827560514201,0.000359088657017698,0.869468471857183,1.25299778625295,3.36146723527251,4.21191100435828,3.3602562540439,4.27903091921207,650.951838686609,6.06731196380527,0.258950796103789,0.268059233989066,0.657143670234487,1.54094653213738,5.40338840668915,0.792673919970319,0.0353697333573838,-0.292508434861182,2.33100689533278,0.174359034553329,0.673814222991839
90,-0.00393294163669245,0.247366644683054,0.247301273841171,0.194593913203377,-0.260563893378722,3.16428241046536,0.0611902569017525,0.899793011491431,8.93225129402903e-05,0.899703688978491,1.27119415304898,3.6374872313295,4.62395250025639,3.63844875327785,-17.2143575837855,845.105024951636,6.53254838305458,0.247235920274643,0.218280491105624,0.48529289390627,1.04173470155456,3.6366395854979,0.801277089722993,0.0289508145913054,0.0979568000338993,1.81964803493949,0.163391631549103,0.660524104850327
100,-0.00977812965502495,0.233323290753011,0.233437012417528,0.185958539221488,0.0803787893688279,3.34096805226002,0.0544397580078141,0.913210421057434,0.000404026162487209,0.912806394894947,1.25470597763251,3.91392740137602,4.91082810652618,3.91202068429516,6.32801036274745,1127.30115165239,6.74723507124394,0.233550789509931,0.151277807798675,0.513526413053803,2.5951470742819,13.414941513483,0.805008662557307,0.0334794668209993,-0.0370991485518684,2.1409663898571,0.158257522202926,0.67827571646267
