Time,Mean,StandardDev,RMS,AbsMean,Skewness,Kurtosis,Variance,MaxValue,MinValue,Peak2Peak,WaveformIndex,PeakIndex,PulseIndex,MarginIndex,SkewnessIndex,KurtosisIndex,CustomFeature1,CustomFeature2,SpectralKurtosisMean,SpectralKurtosisStandardDeviation,SpectralKurtosisSkewness,SpectralKurtosisKurtosis,SpectralEntropyMean,SpectralEntropyStandardDeviation,SpectralEntropySkewness,SpectralEntropyKurtosis,SquareRootAmplitude,CustomFeature3
10,-0.00170384628217343,0.191202270645947,0.191135162160079,0.152060862200181,0.00674191217177239,3.19497585840885,0.036558308300166,0.746612920481815,0.000222674349656504,0.746390246132159,1.25740619827762,3.90483291835133,4.90996111477346,3.90620392419744,0.964503824605605,2390.53660928025,8.26909817611257,0.191068077228058,0.0858177522934497,0.40498107803853,1.24285643050098,5.25538468274801,0.824474050402581,0.0300990403568904,-0.431828917782898,2.64854342920847,0.129331070853396,0.676409701707363
20,-0.000369498265062996,0.177197161630359,0.177128315860821,0.140880309313131,-0.0529377461224173,2.94134906116168,0.0313988340898554,0.608541374438364,9.42433759029485e-05,0.608447131062461,1.25778515460601,3.43426141163485,4.31956302059059,3.43559623135879,-9.51470140927031,2983.45521439218,8.92804083649735,0.177059496839679,0.146821691989053,0.490002621892926,1.55467166794417,6.31265074197112,0.820326896549617,0.028121280145754,-0.662195240684703,2.88447073627778,0.118972574313441,0.671413544205767
30,0.00282841120541579,0.201273706764,0.201214948857333,0.154188793598184,0.0880412709818866,4.17242826819538,0.0405111050345206,1.00841665949152,1.67752805936144e-05,1.00839988421093,1.30537182415811,5.01017582328288,6.54014235379164,5.01163887284793,10.7975486346525,2542.38138258795,8.46606159692714,0.201156208103884,0.0688211484779587,0.529398067983274,2.34715847972824,11.2155375643242,0.823281575288851,0.0296831503906079,-0.84864181255161,3.47665511336334,0.127432844450261,0.633132099065879
40,-0.00327859502497852,0.18372205984179,0.183679542424549,0.147756968431949,0.0835124891968264,2.9021674317452,0.0337537952725104,0.568854375039025,0.000165259728035902,0.568689115310989,1.24340707441088,3.09627692792518,3.84993263651736,3.09699364191686,13.4668961380781,2547.28325245705,8.41521782428522,0.183637034846794,0.0254827089901826,0.37101455603035,1.0032972286891,4.19418277932311,0.827545550658622,0.0219841890168419,0.0453666512404849,2.40953097459682,0.126206418509859,0.686942104930351
50,0.00487283575563351,0.188379898390889,0.188369335185318,0.150103976429806,0.0998387922772106,3.06954850264475,0.0354869861177617,0.726242669225675,8.99819723544047e-05,0.726152687253321,1.25499605587719,3.85520257431458,4.8382640253724,3.85541876288515,14.934670451352,2437.453093822,8.36084483387472,0.188358772572067,0.0988958701088242,0.456786300817822,1.20722533632974,4.49370728158642,0.8326026031694,0.0226044915206859,-0.436762347286822,2.58001016915877,0.127206378661037,0.675265141066608
60,-0.00404066484371003,0.18873989431809,0.188709417910015,0.148513137679699,0.0450612050144968,3.32978351905549,0.0356227477072036,0.668553394140444,8.45243227934056e-05,0.668468869817651,1.27086328702548,3.54219438638505,4.50164480116451,3.54276644772038,6.70211196294817,2623.98391968991,8.55724488002119,0.188678946423058,0.197314130946551,0.550189210110616,1.60452091988401,6.37845779659984,0.82207791577735,0.0289836711283695,-0.980571533554401,5.00153688827617,0.125474506712695,0.66480119195801
70,0.00170991226047802,0.187923606655718,0.187857966757913,0.149249437845243,0.024816458441793,3.20438140536839,0.0353152819384932,0.68991974023409,0.000116385883839387,0.689803354350251,1.25912438511545,3.67127766708971,4.62259523516242,3.67256045692844,3.7393471592828,2569.32384447188,8.43637606475304,0.18779234978749,0.139238292371466,0.529567948374985,2.64043905245531,13.7427672067702,0.834166127424341,0.0174176177863416,-0.0434643556420355,3.26808559021623,0.126216500638598,0.671637283280914
80,0.00285251697318425,0.196493364353334,0.196437306296381,0.155683209015429,0.162709691412018,3.18836040808285,0.038609642234892,0.801590991899306,0.000218406204135796,0.80137258569517,1.26213588219305,4.07948123101952,5.14885964240281,4.08064540800554,21.4471582038247,2138.82796003379,8.10707776500138,0.196381264232364,0.0784865715609945,0.462076264848115,1.31155809037238,4.68446285625328,0.817932081402166,0.0388466938957107,-0.710766837398924,3.18809115416002,0.131661875900012,0.670057619163454
90,0.00455561679825698,0.206678028408558,0.206647500218873,0.16579968776244,0.0650919283309453,2.90566525452047,0.0427158074268487,0.729997479387446,0.000262514652206114,0.72973496473524,1.24655257918633,3.53205168932809,4.40288814315137,3.53257348196451,7.37299955482618,1592.45929578192,7.51842537226252,0.206616976538474,0.0643348139013851,0.4021323958943,0.930736845270545,3.83497560711701,0.829879548464094,0.0244109146427418,-0.836870861596992,4.45351844901609,0.141137860817655,0.68288759044409
100,0.00225049328622923,0.216763447200833,0.216690444283167,0.170325051444678,-0.0265117779765717,3.34328111273308,0.0469863920423881,0.737059455188318,0.00109624709388977,0.735963208094428,1.27264571689408,3.40029402884255,4.32736963198697,3.4014395864413,-2.60303919240396,1514.35849749946,7.47186456777578,0.21661746595187,0.126310151230475,0.512002810744237,1.49247880832001,6.38826760408189,0.83013058822939,0.0238190467417906,-0.0215646440512073,3.16073244924425,0.144024830774827,0.664433199576252
110,0.00911567144847642,0.200435712680322,0.200564663076764,0.16052938993409,0.0725786381165897,2.92068861512768,0.0401744749176686,0.744064557884732,5.67545958271715e-05,0.744007803288905,1.24859200401009,3.71223544913601,4.63506749879402,3.70984871647081,9.01329324399625,1809.60938254173,7.77796517212663,0.200693696433495,0.134783296482832,0.479317327254479,1.24731391117983,4.66970141135655,0.821063215984246,0.0289403881114347,-0.866236849538257,3.17176683824988,0.136335938839036,0.680197840074939
120,0.000210365091076387,0.204657700427657,0.204577848551234,0.163346696555413,0.0829830973422206,3.20063238390434,0.0418847743443368,0.744662264149861,0.000223228247122259,0.744439035902739,1.25290382201412,3.63857437366782,4.55878373945105,3.63999460070267,9.68066899487109,1824.41416324895,7.67021218325705,0.204498027830845,0.152594057977117,0.529739129978278,2.00530398506925,9.28423052894744,0.82103122821657,0.0275647970105585,0.0723905239589318,2.47863426988247,0.138926060078181,0.67882156297016
130,-0.00229408623890188,0.20646952215035,0.206401603637171,0.164370110785434,0.143996570525309,3.32107229289025,0.042629663576994,0.858817409736867,0.000138796412870623,0.858678613323996,1.25612571022643,4.15953599733466,5.2249001088644,4.16090473427989,16.3600373538102,1827.48793636238,7.64205672323331,0.206333707465907,-0.0289642410554099,0.323882364856298,0.807406586037812,3.83411087283539,0.82107873487479,0.0311627775962651,-0.515712011494336,3.12566130952253,0.140002244263819,0.678077048882158
140,-0.00748139817362401,0.208410763676063,0.208463627773911,0.16327442078709,-0.0583670528597401,3.53168072010392,0.0434350464160398,0.938384869910708,0.000156957748175951,0.938227912162532,1.27644466702981,4.50257392352949,5.74728647259672,4.50143211998802,-6.44773723030054,1871.97849187101,7.81778713944603,0.208516505280916,0.100081967969267,0.54740508461382,1.93985963449373,7.97180048871832,0.822769258068288,0.036443727262497,-1.51072862894837,5.32434012101156,0.137051726244734,0.657603877205477
150,0.0016043870264896,0.199353262776104,0.199281833632218,0.155843680377374,-0.056552878841504,3.88891788113488,0.0397417233794783,1.03788778089632,0.000125535221098469,1.03776224567522,1.27918733883447,5.20627436161897,6.65980024588153,5.20814046107074,-7.13813362288051,2462.26833665425,8.20814379984438,0.199210430081705,0.0214873104758883,0.3640662570493,0.891067783995265,4.17880430140128,0.835653203262427,0.0241563688552375,-0.275845133729733,2.92683875226895,0.131630519875048,0.660287762748501
160,0.00956154976089355,0.210498340251479,0.210633230155036,0.166498880313856,-0.180808968500262,3.95814192505139,0.0443095512486273,1.11011642707295,0.000197114769051793,1.1099193123039,1.26426279777186,5.27375382507393,6.66741076564804,5.2703765035358,-19.3853631465845,2016.02846177262,7.59322101979716,0.210768206497688,0.0655111948220943,0.402918089625941,0.904033515653736,3.75884569974117,0.82554961016121,0.026975198857727,0.133405176183472,2.72007892546827,0.141051679760748,0.670084522244858
170,0.0062405012342555,0.197236050844056,0.197257728299887,0.156792566374748,0.0782995308936802,3.03712840876021,0.0389020597525589,0.651561076572151,2.89160191288204e-05,0.651532160553022,1.25794261427321,3.30345833727581,4.15556101693535,3.30309530677346,10.2047005522162,2006.86408547832,8.02297355900542,0.197279408138204,0.0421307518625351,0.399525782125108,0.919932885011099,4.16056844249325,0.814666902006923,0.0291725932259431,-0.596701101054681,2.48563882939086,0.132866623054497,0.673642685938526
180,0.00392754307751707,0.202011408629792,0.20197067382486,0.158847867421845,0.180987914124357,3.34762594988821,0.0408086092165928,0.776481750072009,0.000267801565019279,0.77621394850699,1.27172880510457,3.84375197093446,4.8882101011148,3.84452720470368,21.9544157342537,2010.17254806519,8.00595453842192,0.201929947233941,0.150555130305345,0.461395103964093,1.26741111833916,5.38454187750211,0.821235314472046,0.0353472063666322,-0.767144804336265,3.14097132685856,0.133935805230489,0.663011094962172
190,0.00719695987424203,0.216950367967457,0.216984992425358,0.173312478365697,-0.00480753300765287,3.08462870292748,0.0470674621612148,0.755578614238591,0.000923615103649883,0.754654999134941,1.25178734972378,3.4827256635579,4.35963192820015,3.48216992241298,-0.470805037998941,1392.39139658895,7.22271911132939,0.217019622409193,0.0527090352405939,0.385810295765687,1.25648533911471,6.46082106396183,0.821722624897777,0.0197595667975583,0.176940089902361,2.59102151035993,0.147738393446599,0.680977842216704
200,-0.0105012373989221,0.221388716864699,0.221551232368084,0.1704732746821,0.192042990865478,4.81251673493736,0.0490129639549979,1.15325400539653,0.000206542611654564,1.15304746278488,1.2986711100467,5.20918148733541,6.76501350459261,5.20536037227057,17.6983187071235,2003.31996882913,7.6180334569655,0.221713867169729,0.135891492390813,0.506189257654964,1.40963462448877,5.1582666802535,0.824543411176955,0.0202445062891759,0.241838611898435,2.6688620123695,0.142591979624581,0.644079705795151
210,0.000616576265244487,0.209824850985646,0.209743778404136,0.164774980863594,0.148992209288172,3.3472065176547,0.0440264680911485,0.883610024284695,0.000172554997061605,0.883437469287633,1.27340236901223,4.21117908643311,5.3625254249987,4.21280683988704,16.1284558586086,1726.85079586625,7.72812936975183,0.209662737147625,0.0239256959180549,0.351247550413611,1.0274834173746,4.59732556961034,0.827900156016024,0.0263865617886764,-0.513812793152285,2.96172581712525,0.138443917559732,0.659807057693101
220,-0.0045714238091795,0.214797538269642,0.21476227569933,0.168190631920769,0.289206858280641,3.83806769028335,0.0461379824466985,1.04943967340988,0.000133338602511211,1.04930633480737,1.27710762375177,4.88571555271962,6.23958457986084,4.88651775546981,29.18237866199,1802.99877219606,7.59321496784311,0.214727018917952,0.0349568352947125,0.403789123149122,0.894590161207095,3.79711791950397,0.83036253654532,0.0272157372247794,-0.354389482887972,2.45185717017921,0.141903320045475,0.660637552872413
