Time,Mean,StandardDev,RMS,AbsMean,Skewness,Kurtosis,Variance,MaxValue,MinValue,Peak2Peak,WaveformIndex,PeakIndex,PulseIndex,MarginIndex,SkewnessIndex,KurtosisIndex,CustomFeature1,CustomFeature2,SpectralKurtosisMean,SpectralKurtosisStandardDeviation,SpectralKurtosisSkewness,SpectralKurtosisKurtosis,SpectralEntropyMean,SpectralEntropyStandardDeviation,SpectralEntropySkewness,SpectralEntropyKurtosis,SquareRootAmplitude,CustomFeature3
10,6.11086067805843e-05,0.115026254920783,0.114981330249276,0.0912545026000128,0.0140521001680859,3.23026053162272,0.0132310393211009,0.500318506976677,7.40194978049048e-05,0.500244487478872,1.26049950022703,4.34960268263312,5.48267200764521,4.35130212784982,9.23315862470542,18452.2627826713,13.8130115699831,0.114936423123556,0.124617616602049,0.488584445593596,1.45272190967668,5.99806097578735,0.848575022485714,0.0319974201471242,-1.4332704334835,5.72134460158479,0.0772822946884291,0.671866564217471
20,-4.22949157536639e-06,0.113045788059299,0.11300162099941,0.0908857143286026,0.0367300139796438,2.95201411030001,0.0127793501979479,0.351340453045795,5.50511187649844e-05,0.35128540192703,1.24382350839622,3.10794819583634,3.86573902885885,3.10916294773885,25.4248228990914,18075.9397929276,13.6855777344622,0.11295747119562,0.0724368423520516,0.494853409374437,1.39729947360621,6.49732079332887,0.847943262653873,0.029696601785542,-0.67289377379177,2.34014949820604,0.0775467872796313,0.685976794101817
30,0.000179220646700249,0.123044211711142,0.122996268748045,0.0997290794420022,-0.0180761359163905,2.75148462315992,0.0151398780356164,0.400836837645505,9.2743262503964e-05,0.400744094383001,1.23378469348751,3.25766512760882,4.0192573709518,3.25893493945422,-9.70335752161628,12003.899118398,12.3713635019064,0.12294834446545,0.0811368202975102,0.349434087711828,0.502415498736302,3.91330404328329,0.85341320489066,0.0221128722879149,-0.554480943345484,2.77648277380848,0.0855056536883045,0.694918131452106
40,0.000213764879745171,0.124027244781584,0.123978971459995,0.100659030107656,0.0648895034034081,2.88409565916183,0.0153827574481109,0.403240575511114,0.000132315654376068,0.403108259856738,1.23215219388598,3.25122577882976,4.00600497620375,3.25249169889451,34.0112945233146,12188.2478309748,12.2408510450396,0.12393071692713,0.018940977525183,0.335164728060145,0.270499867123155,3.87651903456422,0.83997050513008,0.034929006410472,-0.963468004366025,2.98270910247373,0.0867388916894258,0.69935353189677
50,0.000939201548031127,0.132360354293397,0.132311974377601,0.104716990037042,-0.0438762827734859,3.18894928339793,0.0175192633886735,0.463322187695077,0.00019430740931934,0.463127880285758,1.26398165423373,3.50046046770208,4.42451781254584,3.5017404121929,-18.9215218598101,10390.0091117003,12.0704544103742,0.132263612145471,0.0395398001901335,0.523588116310242,3.14744010970429,19.5771041697288,0.849910990590705,0.0205506168370075,-0.255116121477515,3.08248167888108,0.0887075200802293,0.670197058279215
60,0.000795552646569785,0.129379404356949,0.129331302507833,0.103849657247961,0.0104143334565653,2.81482152863234,0.0167390302717589,0.40246604041748,2.69378977872381e-05,0.402439102519693,1.2458337156379,3.11074272151619,3.87546816314007,3.11189969182522,4.80879249414327,10045.9329326667,11.9965125418107,0.129283218542459,0.00970461673972564,0.374702885574512,1.12722147989536,6.23095604404234,0.850576882136472,0.0210731145484102,-0.0844485952070535,2.01062194097127,0.0884318413700354,0.683507872134407
70,0.000343587031914625,0.124573125246343,0.124524928372009,0.0993137267261756,-0.0316703591872841,3.09373378708409,0.0155184635336411,0.421698216371801,1.69236349956137e-06,0.421696524008301,1.25433944886402,3.38514599788592,4.24612216531248,3.38645620507413,-16.3824899003289,12846.520086781,12.6300712923848,0.124476750144864,0.00725010147394861,0.405270573888056,0.600588225766169,3.74685652426925,0.855577137403634,0.0271020972623571,-1.12216373462742,6.26640420297516,0.0844300066305165,0.677754583611483
80,-8.66245723497031e-05,0.136025913666678,0.135972795755226,0.106314032512371,0.115079160897742,3.35078031774687,0.0185030491888546,0.569189350618433,3.38012435718068e-05,0.569155549374861,1.27947280760749,4.18441850729406,5.35384969573229,4.18605315465507,45.722685601687,9787.21996410368,12.0348441063846,0.135919698586237,0.11125279115454,0.500479138074264,1.31009617340963,6.65320137365032,0.853457776857517,0.0231580414980173,-0.372274694279607,2.68508513402903,0.0886106732377058,0.651424944329651
90,0.000421965355588064,0.139062495510845,0.139008804055426,0.111266412691944,0.0220916085078292,2.87368242950667,0.0193383776577037,0.441197738012598,7.93236449783338e-05,0.44111841436762,1.24981557458725,3.17265799374492,3.96523737342114,3.17388341702934,8.21480544750444,7684.20067442676,11.2326401503348,0.138955133330057,0.00705260598071658,0.395179332906583,1.16137267392869,5.90663513930558,0.85256540917569,0.0269357214156845,-1.15690570341407,4.65775030524892,0.0941606183728456,0.677110086561783
100,0.000121263039821712,0.134909434400224,0.134856779625411,0.106017236678294,0.0532535988871867,3.3813826515627,0.0182005554901884,0.513672410180438,3.37287444410566e-05,0.513638681435997,1.27252358792942,3.80753512505708,4.84517825850492,3.80902177559969,21.6881245274865,10207.6326883348,12.0029877008666,0.134804145401608,0.075940152594618,0.392580068940913,0.710909346376176,3.50082152191401,0.857179083864537,0.0283095989834064,-0.533939690011364,2.01672105830232,0.0891016226449195,0.660455090046478
