Time,Mean,StandardDev,RMS,AbsMean,Skewness,Kurtosis,Variance,MaxValue,MinValue,Peak2Peak,WaveformIndex,PeakIndex,PulseIndex,MarginIndex,SkewnessIndex,KurtosisIndex,CustomFeature1,CustomFeature2,SpectralKurtosisMean,SpectralKurtosisStandardDeviation,SpectralKurtosisSkewness,SpectralKurtosisKurtosis,SpectralEntropyMean,SpectralEntropyStandardDeviation,SpectralEntropySkewness,SpectralEntropyKurtosis,SquareRootAmplitude,CustomFeature3
10,0.00170775079160267,0.119558929692732,0.119524418554259,0.0945602561192081,0.0236596650022447,3.00081203703617,0.0142943376692715,0.361979586854748,8.33933495085135e-05,0.361896193505239,1.26436765930507,3.02762485232213,3.8280309477844,3.02849904005536,13.8440301224354,14686.2433148647,13.371026170986,0.119489917377557,0.13027302889026,0.441163310702396,1.00454315769351,3.74360709317739,0.854587378586222,0.0212864337298148,-1.22514737107668,4.99360209258315,0.0796432347523816,0.666142085388904
20,0.000440378979464582,0.115357758118102,0.115313528589561,0.0927227248336256,-0.0196564994281654,2.9424377189489,0.0133074123580346,0.415714351743694,1.89270723777862e-06,0.415712459036456,1.24411527298288,3.60369652224075,4.48341388251498,3.60507875206352,-12.8045923332661,16615.7538529473,13.417587492335,0.115269316019143,0.0323118661031081,0.366158072255369,0.926818520297695,4.22242481031035,0.850374329042646,0.0254943866727551,-0.436896054245964,2.30234174109118,0.07911963130571,0.685863114856203
30,0.00148167135992028,0.131087477668107,0.131044638229084,0.102759254691304,0.0151938201328072,3.35417404930818,0.0171839268013863,0.461854829945404,0.000146731533630557,0.461708098411773,1.27567563682612,3.52325666922015,4.49453269520929,3.52440844728052,6.74502183271788,11359.0174428931,12.4142165166373,0.131001812790007,0.0942489140848509,0.437505382876666,0.907254247608521,3.53724033622343,0.848409039259704,0.0273748489167492,-0.629377450731,2.85176896786247,0.0861901056060857,0.657500679235783
40,-0.00260764948632053,0.123647428708917,0.123626624057051,0.0982636132573264,-0.0306296279052876,3.15955757661513,0.0152886866263266,0.482999783280222,0.000192617887220164,0.482807165393002,1.25832365216529,3.9062662954138,4.91534727117528,3.90692366603273,-16.2026649885473,13517.1743635501,12.8055911079727,0.123605822905731,0.0729847696766196,0.461337114766238,1.50583632911128,6.29805561208372,0.849452091466077,0.0220900002510696,-0.0398970764672648,2.7693508331093,0.0831394198542942,0.672391013079746
50,0.000752607924578017,0.122614554375856,0.12256895934122,0.0974103703349687,-0.126462793509294,3.15831069678842,0.0150343289447897,0.4935066249614,0.000160560499778237,0.493346064461622,1.2587423079721,4.02486170971704,5.06626371775777,4.0263589379716,-68.6019876004314,13972.9065596088,12.9220564878628,0.122523381261401,0.0552362270397668,0.403308885914229,0.785960675465564,3.52279357788622,0.848342689572338,0.0301909184807328,-0.531235836508611,3.06056544812868,0.0824253350332621,0.672231248996754
60,-0.00257069517794512,0.119553723447294,0.119534659346432,0.0947847752991937,-0.126722807612438,3.11411385056724,0.014293092790112,0.4449329394889,0.000156250101512313,0.444776689387388,1.26131779149041,3.72161507529335,4.69413930754642,3.72220862067634,-74.1592735123531,15243.4075044322,13.3071771021136,0.119515598285543,0.182001311248647,0.544417198002434,1.46235405162523,5.30976146789716,0.84708104959696,0.0233732156015004,-0.899993066844692,3.13389343076783,0.0801399661507327,0.670325974297765
70,0.000447993669796781,0.121688935668678,0.121642216596655,0.0978749742296842,-0.000275752235263073,2.93699797544601,0.0148081970641757,0.431805007369467,0.000124891717840917,0.431680115651626,1.2433100149085,3.54843277243496,4.41180200319794,3.54979561743157,-0.153026189356575,13393.660200017,12.7030430883263,0.121595515461116,0.145853861203926,0.553742808092404,2.11150209052993,8.97647066227858,0.851977105611438,0.017115168872145,-0.577204762663471,2.41079108969209,0.0837447049343725,0.688186682496622
80,0.0029856304296025,0.128817695256932,0.128801974126776,0.103024092102429,-0.095755873562337,3.05703447133685,0.0165939986113077,0.430066379039291,0.000134620862880325,0.429931758176411,1.25036477029914,3.33856601130386,4.17442532385247,3.33897350529727,-44.7959600332086,11101.9236700799,12.1366249853092,0.128786254915255,0.124332808585535,0.448350222928496,1.40107689988792,5.45265612625328,0.852479308573205,0.0239467335181549,-0.82913043817232,2.72152687694492,0.0875850683952048,0.679914884523536
90,0.00212127917897744,0.129190821003132,0.129157767032272,0.102770188671897,-0.0464838095433296,3.10138446390235,0.0166902682314632,0.512591768567498,0.000395226447414666,0.512196542120083,1.25708459498488,3.96771043474576,4.98774766487967,3.96872584859276,-21.5579141741728,11133.4297802141,12.2319965666136,0.129124721518398,0.116894569848504,0.447917922702348,1.14969713389521,4.39997792316098,0.835508660152487,0.0330182819268086,-0.32547525427484,1.89616636446355,0.0870189347879737,0.673569020711342
100,0.00139901751170376,0.137187240253432,0.137140777118239,0.111183154687075,-0.0109990561110902,2.74994359368122,0.0188203388883529,0.436707664539133,0.000113663727349902,0.436594000811783,1.233885120813,3.18329652037889,3.92782221163131,3.1843750175239,-4.26004570587472,7763.70289389998,11.0977703797465,0.13709432971937,0.114450625559782,0.411484596374814,0.947196029604347,4.02781090549118,0.848687856986078,0.0221039336397246,-0.769051190646338,2.82594731788203,0.0952096326835809,0.694012303970077
